#Format: HPO-ID<tab>HPO-Name<tab>Gene-ID<tab>Gene-Name
HP:0000878	11 pairs of ribs	126792	B3GALT6
HP:0040215	Abnormal circulating insulin level	7681	MKRN3
HP:0040215	Abnormal circulating insulin level	5148	PDE6G
HP:0040215	Abnormal circulating insulin level	5506	PPP1R3A
HP:0040215	Abnormal circulating insulin level	346007	EYS
HP:0040215	Abnormal circulating insulin level	6295	SAG
HP:0040215	Abnormal circulating insulin level	64218	SEMA4A
HP:0030345	Abnormal circulating luteinizing hormone level	6736	SRY
HP:0000375	Abnormal cochlea morphology	124590	USH1G
HP:0000375	Abnormal cochlea morphology	10518	CIB2
HP:0040077	Abnormal concentration of calcium in blood	2006	ELN
HP:0040077	Abnormal concentration of calcium in blood	2778	GNAS
HP:0040077	Abnormal concentration of calcium in blood	6899	TBX1
HP:0000549	Abnormal conjugate eye movement	1123	CHN1
HP:0000549	Abnormal conjugate eye movement	1130	LYST
HP:0000549	Abnormal conjugate eye movement	8318	CDC45
HP:0000549	Abnormal conjugate eye movement	2189	FANCG
HP:0000549	Abnormal conjugate eye movement	9361	LONP1
HP:0000549	Abnormal conjugate eye movement	57492	ARID1B
HP:0000549	Abnormal conjugate eye movement	6295	SAG
HP:0000549	Abnormal conjugate eye movement	6305	SBF1
HP:0000549	Abnormal conjugate eye movement	9526	MPDU1
HP:0000549	Abnormal conjugate eye movement	57697	FANCM
HP:0000549	Abnormal conjugate eye movement	7681	MKRN3
HP:0000549	Abnormal conjugate eye movement	6660	SOX5
HP:0000549	Abnormal conjugate eye movement	113179	ADAT3
HP:0000549	Abnormal conjugate eye movement	4729	NDUFV2
HP:0000549	Abnormal conjugate eye movement	2778	GNAS
HP:0000549	Abnormal conjugate eye movement	79600	TCTN1
HP:0000549	Abnormal conjugate eye movement	6899	TBX1
HP:0000549	Abnormal conjugate eye movement	57167	SALL4
HP:0000549	Abnormal conjugate eye movement	23394	ADNP
HP:0000549	Abnormal conjugate eye movement	10084	PQBP1
HP:0000549	Abnormal conjugate eye movement	283489	CHAMP1
HP:0000549	Abnormal conjugate eye movement	9150	CTDP1
HP:0000549	Abnormal conjugate eye movement	2006	ELN
HP:0000549	Abnormal conjugate eye movement	23522	KAT6B
HP:0000549	Abnormal conjugate eye movement	5119	CHMP1A
HP:0011545	Abnormal connection of the cardiac segments	1954	MEGF8
HP:0011545	Abnormal connection of the cardiac segments	6899	TBX1
HP:0040202	Abnormal consumption behavior	7681	MKRN3
HP:0040202	Abnormal consumption behavior	2778	GNAS
HP:0006704	Abnormal coronary artery morphology	2006	ELN
HP:0006704	Abnormal coronary artery morphology	3949	LDLR
HP:0006704	Abnormal coronary artery morphology	57592	ZNF687
HP:0002536	Abnormal cortical gyration	54820	NDE1
HP:0002536	Abnormal cortical gyration	10300	KATNB1
HP:0002536	Abnormal cortical gyration	1605	DAG1
HP:0002536	Abnormal cortical gyration	27286	SRPX2
HP:0002536	Abnormal cortical gyration	79600	TCTN1
HP:0002536	Abnormal cortical gyration	3908	LAMA2
HP:0002536	Abnormal cortical gyration	23417	MLYCD
HP:0025429	Abnormal cry	3908	LAMA2
HP:0002963	Abnormal delayed hypersensitivity skin test	4261	CIITA
HP:0001787	Abnormal delivery	7486	WRN
HP:0007477	Abnormal dermatoglyphics	126792	B3GALT6
HP:0007477	Abnormal dermatoglyphics	57167	SALL4
HP:0007477	Abnormal dermatoglyphics	57492	ARID1B
HP:0007477	Abnormal dermatoglyphics	79813	EHMT1
HP:0007477	Abnormal dermatoglyphics	2254	FGF9
HP:0007477	Abnormal dermatoglyphics	2006	ELN
HP:0007477	Abnormal dermatoglyphics	23522	KAT6B
HP:0000940	Abnormal diaphysis morphology	5130	PCYT1A
HP:0000940	Abnormal diaphysis morphology	613	BCR
HP:0000940	Abnormal diaphysis morphology	112752	IFT43
HP:0000940	Abnormal diaphysis morphology	8318	CDC45
HP:0000940	Abnormal diaphysis morphology	9361	LONP1
HP:0000940	Abnormal diaphysis morphology	118429	ANTXR2
HP:0000940	Abnormal diaphysis morphology	2778	GNAS
HP:0000940	Abnormal diaphysis morphology	126792	B3GALT6
HP:0000940	Abnormal diaphysis morphology	1954	MEGF8
HP:0000940	Abnormal diaphysis morphology	2006	ELN
HP:0031703	Abnormal ear morphology	8318	CDC45
HP:0031703	Abnormal ear morphology	2189	FANCG
HP:0031703	Abnormal ear morphology	57492	ARID1B
HP:0031703	Abnormal ear morphology	6295	SAG
HP:0031703	Abnormal ear morphology	2254	FGF9
HP:0031703	Abnormal ear morphology	84189	SLITRK6
HP:0031703	Abnormal ear morphology	10518	CIB2
HP:0031703	Abnormal ear morphology	8516	ITGA8
HP:0031703	Abnormal ear morphology	57697	FANCM
HP:0031703	Abnormal ear morphology	10617	STAMBP
HP:0031703	Abnormal ear morphology	4488	MSX2
HP:0031703	Abnormal ear morphology	10682	EBP
HP:0031703	Abnormal ear morphology	4607	MYBPC3
HP:0031703	Abnormal ear morphology	6660	SOX5
HP:0031703	Abnormal ear morphology	4646	MYO6
HP:0031703	Abnormal ear morphology	152137	CCDC50
HP:0031703	Abnormal ear morphology	6736	SRY
HP:0031703	Abnormal ear morphology	613	BCR
HP:0031703	Abnormal ear morphology	4729	NDUFV2
HP:0031703	Abnormal ear morphology	2778	GNAS
HP:0031703	Abnormal ear morphology	64218	SEMA4A
HP:0031703	Abnormal ear morphology	2799	GNS
HP:0031703	Abnormal ear morphology	6899	TBX1
HP:0031703	Abnormal ear morphology	375611	SLC26A5
HP:0031703	Abnormal ear morphology	283489	CHAMP1
HP:0031703	Abnormal ear morphology	56262	LRRC8A
HP:0031703	Abnormal ear morphology	9184	BUB3
HP:0031703	Abnormal ear morphology	23522	KAT6B
HP:0031703	Abnormal ear morphology	5130	PCYT1A
HP:0031703	Abnormal ear morphology	5148	PDE6G
HP:0031703	Abnormal ear morphology	1123	CHN1
HP:0031703	Abnormal ear morphology	9361	LONP1
HP:0031703	Abnormal ear morphology	3426	CFI
HP:0031703	Abnormal ear morphology	7546	ZIC2
HP:0031703	Abnormal ear morphology	9652	TTC37
HP:0031703	Abnormal ear morphology	3561	IL2RG
HP:0031703	Abnormal ear morphology	1536	CYBB
HP:0031703	Abnormal ear morphology	54820	NDE1
HP:0031703	Abnormal ear morphology	9775	EIF4A3
HP:0031703	Abnormal ear morphology	1605	DAG1
HP:0031703	Abnormal ear morphology	124590	USH1G
HP:0031703	Abnormal ear morphology	83696	TRAPPC9
HP:0031703	Abnormal ear morphology	79600	TCTN1
HP:0031703	Abnormal ear morphology	83737	ITCH
HP:0031703	Abnormal ear morphology	5932	RBBP8
HP:0031703	Abnormal ear morphology	57167	SALL4
HP:0031703	Abnormal ear morphology	10084	PQBP1
HP:0031703	Abnormal ear morphology	1908	EDN3
HP:0031703	Abnormal ear morphology	1909	EDNRA
HP:0031703	Abnormal ear morphology	1917	EEF1A2
HP:0031703	Abnormal ear morphology	346007	EYS
HP:0031703	Abnormal ear morphology	1954	MEGF8
HP:0031703	Abnormal ear morphology	81846	SBF2
HP:0031703	Abnormal ear morphology	79813	EHMT1
HP:0031703	Abnormal ear morphology	2006	ELN
HP:0031703	Abnormal ear morphology	51199	NIN
HP:0031704	Abnormal ear physiology	8318	CDC45
HP:0031704	Abnormal ear physiology	2189	FANCG
HP:0031704	Abnormal ear physiology	57492	ARID1B
HP:0031704	Abnormal ear physiology	6295	SAG
HP:0031704	Abnormal ear physiology	2254	FGF9
HP:0031704	Abnormal ear physiology	84189	SLITRK6
HP:0031704	Abnormal ear physiology	10518	CIB2
HP:0031704	Abnormal ear physiology	57697	FANCM
HP:0031704	Abnormal ear physiology	10617	STAMBP
HP:0031704	Abnormal ear physiology	10682	EBP
HP:0031704	Abnormal ear physiology	4607	MYBPC3
HP:0031704	Abnormal ear physiology	4646	MYO6
HP:0031704	Abnormal ear physiology	152137	CCDC50
HP:0031704	Abnormal ear physiology	6736	SRY
HP:0031704	Abnormal ear physiology	613	BCR
HP:0031704	Abnormal ear physiology	4729	NDUFV2
HP:0031704	Abnormal ear physiology	2778	GNAS
HP:0031704	Abnormal ear physiology	64218	SEMA4A
HP:0031704	Abnormal ear physiology	2799	GNS
HP:0031704	Abnormal ear physiology	6899	TBX1
HP:0031704	Abnormal ear physiology	375611	SLC26A5
HP:0031704	Abnormal ear physiology	9184	BUB3
HP:0031704	Abnormal ear physiology	23522	KAT6B
HP:0031704	Abnormal ear physiology	5130	PCYT1A
HP:0031704	Abnormal ear physiology	5148	PDE6G
HP:0031704	Abnormal ear physiology	1123	CHN1
HP:0031704	Abnormal ear physiology	60528	ELAC2
HP:0031704	Abnormal ear physiology	9361	LONP1
HP:0031704	Abnormal ear physiology	124590	USH1G
HP:0031704	Abnormal ear physiology	57167	SALL4
HP:0031704	Abnormal ear physiology	10084	PQBP1
HP:0031704	Abnormal ear physiology	1908	EDN3
HP:0031704	Abnormal ear physiology	1909	EDNRA
HP:0031704	Abnormal ear physiology	346007	EYS
HP:0031704	Abnormal ear physiology	1954	MEGF8
HP:0031704	Abnormal ear physiology	81846	SBF2
HP:0031704	Abnormal ear physiology	79813	EHMT1
HP:0031704	Abnormal ear physiology	2006	ELN
HP:0100738	Abnormal eating behavior	7681	MKRN3
HP:0100738	Abnormal eating behavior	2778	GNAS
HP:0003116	Abnormal echocardiogram	3908	LAMA2
HP:0010647	Abnormal elasticity of skin	10516	FBLN5
HP:0010647	Abnormal elasticity of skin	7486	WRN
HP:0010647	Abnormal elasticity of skin	126792	B3GALT6
HP:0010647	Abnormal elasticity of skin	112752	IFT43
HP:0010647	Abnormal elasticity of skin	2934	GSN
HP:0010647	Abnormal elasticity of skin	57492	ARID1B
HP:0010647	Abnormal elasticity of skin	1954	MEGF8
HP:0010647	Abnormal elasticity of skin	2006	ELN
HP:0010647	Abnormal elasticity of skin	2778	GNAS
HP:0000512	Abnormal electroretinogram	5130	PCYT1A
HP:0000512	Abnormal electroretinogram	10518	CIB2
HP:0000512	Abnormal electroretinogram	5148	PDE6G
HP:0000512	Abnormal electroretinogram	346007	EYS
HP:0000512	Abnormal electroretinogram	6295	SAG
HP:0000512	Abnormal electroretinogram	124590	USH1G
HP:0000512	Abnormal electroretinogram	64218	SEMA4A
HP:0100851	Abnormal emotion/affect behavior	6660	SOX5
HP:0100851	Abnormal emotion/affect behavior	54820	NDE1
HP:0100851	Abnormal emotion/affect behavior	57492	ARID1B
HP:0100851	Abnormal emotion/affect behavior	2778	GNAS
HP:0100851	Abnormal emotion/affect behavior	6899	TBX1
HP:0100851	Abnormal emotion/affect behavior	288	ANK3
HP:0100851	Abnormal emotion/affect behavior	5932	RBBP8
HP:0100851	Abnormal emotion/affect behavior	25939	SAMHD1
HP:0100851	Abnormal emotion/affect behavior	1917	EEF1A2
HP:0100851	Abnormal emotion/affect behavior	55180	LINS1
HP:0100851	Abnormal emotion/affect behavior	445	ASS1
HP:0100851	Abnormal emotion/affect behavior	79813	EHMT1
HP:0003336	Abnormal enchondral ossification	126792	B3GALT6
HP:0003336	Abnormal enchondral ossification	9321	TRIP11
HP:0003336	Abnormal enchondral ossification	9361	LONP1
HP:0003336	Abnormal enchondral ossification	10682	EBP
HP:0004306	Abnormal endocardium morphology	2006	ELN
HP:0004306	Abnormal endocardium morphology	5156	PDGFRA
HP:0012379	Abnormal enzyme/coenzyme activity	1605	DAG1
HP:0012379	Abnormal enzyme/coenzyme activity	23534	TNPO3
HP:0012379	Abnormal enzyme/coenzyme activity	57592	ZNF687
HP:0010656	Abnormal epiphyseal ossification	126792	B3GALT6
HP:0010656	Abnormal epiphyseal ossification	10682	EBP
HP:0001877	Abnormal erythrocyte morphology	5156	PDGFRA
HP:0001877	Abnormal erythrocyte morphology	1130	LYST
HP:0001877	Abnormal erythrocyte morphology	5230	PGK1
HP:0001877	Abnormal erythrocyte morphology	2189	FANCG
HP:0001877	Abnormal erythrocyte morphology	55532	SLC30A10
HP:0001877	Abnormal erythrocyte morphology	57697	FANCM
HP:0001877	Abnormal erythrocyte morphology	29071	C1GALT1C1
HP:0001877	Abnormal erythrocyte morphology	3561	IL2RG
HP:0001877	Abnormal erythrocyte morphology	4594	MUT
HP:0001877	Abnormal erythrocyte morphology	10841	FTCD
HP:0001877	Abnormal erythrocyte morphology	10892	MALT1
HP:0001877	Abnormal erythrocyte morphology	7018	TF
HP:0001877	Abnormal erythrocyte morphology	51128	SAR1B
HP:0001877	Abnormal erythrocyte morphology	7128	TNFAIP3
HP:0000811	Abnormal external genitalia	8287	USP9Y
HP:0000811	Abnormal external genitalia	8318	CDC45
HP:0000811	Abnormal external genitalia	10370	CITED2
HP:0000811	Abnormal external genitalia	2189	FANCG
HP:0000811	Abnormal external genitalia	57492	ARID1B
HP:0000811	Abnormal external genitalia	6295	SAG
HP:0000811	Abnormal external genitalia	57697	FANCM
HP:0000811	Abnormal external genitalia	10682	EBP
HP:0000811	Abnormal external genitalia	6736	SRY
HP:0000811	Abnormal external genitalia	2778	GNAS
HP:0000811	Abnormal external genitalia	64218	SEMA4A
HP:0000811	Abnormal external genitalia	6899	TBX1
HP:0000811	Abnormal external genitalia	9150	CTDP1
HP:0000811	Abnormal external genitalia	9184	BUB3
HP:0000811	Abnormal external genitalia	23522	KAT6B
HP:0000811	Abnormal external genitalia	5148	PDE6G
HP:0000811	Abnormal external genitalia	9361	LONP1
HP:0000811	Abnormal external genitalia	7486	WRN
HP:0000811	Abnormal external genitalia	7681	MKRN3
HP:0000811	Abnormal external genitalia	1605	DAG1
HP:0000811	Abnormal external genitalia	5932	RBBP8
HP:0000811	Abnormal external genitalia	126792	B3GALT6
HP:0000811	Abnormal external genitalia	10084	PQBP1
HP:0000811	Abnormal external genitalia	346007	EYS
HP:0000811	Abnormal external genitalia	1954	MEGF8
HP:0000811	Abnormal external genitalia	79813	EHMT1
HP:0000811	Abnormal external genitalia	2006	ELN
HP:0012372	Abnormal eye morphology	8318	CDC45
HP:0012372	Abnormal eye morphology	57492	ARID1B
HP:0012372	Abnormal eye morphology	8516	ITGA8
HP:0012372	Abnormal eye morphology	57697	FANCM
HP:0012372	Abnormal eye morphology	4488	MSX2
HP:0012372	Abnormal eye morphology	410	ARSA
HP:0012372	Abnormal eye morphology	4594	MUT
HP:0012372	Abnormal eye morphology	4646	MYO6
HP:0012372	Abnormal eye morphology	613	BCR
HP:0012372	Abnormal eye morphology	4729	NDUFV2
HP:0012372	Abnormal eye morphology	9150	CTDP1
HP:0012372	Abnormal eye morphology	9184	BUB3
HP:0012372	Abnormal eye morphology	5119	CHMP1A
HP:0012372	Abnormal eye morphology	5130	PCYT1A
HP:0012372	Abnormal eye morphology	5148	PDE6G
HP:0012372	Abnormal eye morphology	1123	CHN1
HP:0012372	Abnormal eye morphology	1130	LYST
HP:0012372	Abnormal eye morphology	5230	PGK1
HP:0012372	Abnormal eye morphology	9361	LONP1
HP:0012372	Abnormal eye morphology	1181	CLCN2
HP:0012372	Abnormal eye morphology	9526	MPDU1
HP:0012372	Abnormal eye morphology	25913	POT1
HP:0012372	Abnormal eye morphology	30062	RAX
HP:0012372	Abnormal eye morphology	1414	CRYBB1
HP:0012372	Abnormal eye morphology	1421	CRYGD
HP:0012372	Abnormal eye morphology	9652	TTC37
HP:0012372	Abnormal eye morphology	54820	NDE1
HP:0012372	Abnormal eye morphology	1605	DAG1
HP:0012372	Abnormal eye morphology	124590	USH1G
HP:0012372	Abnormal eye morphology	83696	TRAPPC9
HP:0012372	Abnormal eye morphology	79600	TCTN1
HP:0012372	Abnormal eye morphology	83737	ITCH
HP:0012372	Abnormal eye morphology	5932	RBBP8
HP:0012372	Abnormal eye morphology	10084	PQBP1
HP:0012372	Abnormal eye morphology	1908	EDN3
HP:0012372	Abnormal eye morphology	1917	EEF1A2
HP:0012372	Abnormal eye morphology	346007	EYS
HP:0012372	Abnormal eye morphology	1954	MEGF8
HP:0012372	Abnormal eye morphology	51128	SAR1B
HP:0012372	Abnormal eye morphology	79813	EHMT1
HP:0012372	Abnormal eye morphology	2006	ELN
HP:0012372	Abnormal eye morphology	51199	NIN
HP:0012372	Abnormal eye morphology	112752	IFT43
HP:0012372	Abnormal eye morphology	10370	CITED2
HP:0012372	Abnormal eye morphology	2189	FANCG
HP:0012372	Abnormal eye morphology	6295	SAG
HP:0012372	Abnormal eye morphology	10516	FBLN5
HP:0012372	Abnormal eye morphology	10518	CIB2
HP:0012372	Abnormal eye morphology	80208	SPG11
HP:0012372	Abnormal eye morphology	6496	SIX3
HP:0012372	Abnormal eye morphology	10617	STAMBP
HP:0012372	Abnormal eye morphology	6575	SLC20A2
HP:0012372	Abnormal eye morphology	10682	EBP
HP:0012372	Abnormal eye morphology	6660	SOX5
HP:0012372	Abnormal eye morphology	6687	SPG7
HP:0012372	Abnormal eye morphology	10892	MALT1
HP:0012372	Abnormal eye morphology	2778	GNAS
HP:0012372	Abnormal eye morphology	64218	SEMA4A
HP:0012372	Abnormal eye morphology	6899	TBX1
HP:0012372	Abnormal eye morphology	2934	GSN
HP:0012372	Abnormal eye morphology	56262	LRRC8A
HP:0012372	Abnormal eye morphology	7128	TNFAIP3
HP:0012372	Abnormal eye morphology	23522	KAT6B
HP:0012372	Abnormal eye morphology	3257	HPS1
HP:0012372	Abnormal eye morphology	7486	WRN
HP:0012372	Abnormal eye morphology	7546	ZIC2
HP:0012372	Abnormal eye morphology	7681	MKRN3
HP:0012372	Abnormal eye morphology	126792	B3GALT6
HP:0012372	Abnormal eye morphology	57167	SALL4
HP:0012372	Abnormal eye morphology	3949	LDLR
HP:0012372	Abnormal eye morphology	4023	LPL
HP:0012372	Abnormal eye morphology	4047	LSS
HP:0012373	Abnormal eye physiology	8318	CDC45
HP:0012373	Abnormal eye physiology	57492	ARID1B
HP:0012373	Abnormal eye physiology	4361	MRE11
HP:0012373	Abnormal eye physiology	57697	FANCM
HP:0012373	Abnormal eye physiology	4488	MSX2
HP:0012373	Abnormal eye physiology	4646	MYO6
HP:0012373	Abnormal eye physiology	613	BCR
HP:0012373	Abnormal eye physiology	4729	NDUFV2
HP:0012373	Abnormal eye physiology	8913	CACNA1G
HP:0012373	Abnormal eye physiology	811	CALR
HP:0012373	Abnormal eye physiology	283489	CHAMP1
HP:0012373	Abnormal eye physiology	9150	CTDP1
HP:0012373	Abnormal eye physiology	9184	BUB3
HP:0012373	Abnormal eye physiology	5119	CHMP1A
HP:0012373	Abnormal eye physiology	5130	PCYT1A
HP:0012373	Abnormal eye physiology	5148	PDE6G
HP:0012373	Abnormal eye physiology	1123	CHN1
HP:0012373	Abnormal eye physiology	1130	LYST
HP:0012373	Abnormal eye physiology	5230	PGK1
HP:0012373	Abnormal eye physiology	9361	LONP1
HP:0012373	Abnormal eye physiology	1181	CLCN2
HP:0012373	Abnormal eye physiology	9526	MPDU1
HP:0012373	Abnormal eye physiology	25939	SAMHD1
HP:0012373	Abnormal eye physiology	1414	CRYBB1
HP:0012373	Abnormal eye physiology	1421	CRYGD
HP:0012373	Abnormal eye physiology	1536	CYBB
HP:0012373	Abnormal eye physiology	1605	DAG1
HP:0012373	Abnormal eye physiology	124590	USH1G
HP:0012373	Abnormal eye physiology	83696	TRAPPC9
HP:0012373	Abnormal eye physiology	79600	TCTN1
HP:0012373	Abnormal eye physiology	9997	SCO2
HP:0012373	Abnormal eye physiology	5932	RBBP8
HP:0012373	Abnormal eye physiology	10084	PQBP1
HP:0012373	Abnormal eye physiology	1908	EDN3
HP:0012373	Abnormal eye physiology	346007	EYS
HP:0012373	Abnormal eye physiology	51128	SAR1B
HP:0012373	Abnormal eye physiology	255928	SYT14
HP:0012373	Abnormal eye physiology	2006	ELN
HP:0012373	Abnormal eye physiology	112752	IFT43
HP:0012373	Abnormal eye physiology	2189	FANCG
HP:0012373	Abnormal eye physiology	6295	SAG
HP:0012373	Abnormal eye physiology	6305	SBF1
HP:0012373	Abnormal eye physiology	84189	SLITRK6
HP:0012373	Abnormal eye physiology	10516	FBLN5
HP:0012373	Abnormal eye physiology	10518	CIB2
HP:0012373	Abnormal eye physiology	80208	SPG11
HP:0012373	Abnormal eye physiology	10617	STAMBP
HP:0012373	Abnormal eye physiology	80270	HSD3B7
HP:0012373	Abnormal eye physiology	10682	EBP
HP:0012373	Abnormal eye physiology	51660	MPC1
HP:0012373	Abnormal eye physiology	6660	SOX5
HP:0012373	Abnormal eye physiology	113179	ADAT3
HP:0012373	Abnormal eye physiology	6687	SPG7
HP:0012373	Abnormal eye physiology	6736	SRY
HP:0012373	Abnormal eye physiology	10892	MALT1
HP:0012373	Abnormal eye physiology	2778	GNAS
HP:0012373	Abnormal eye physiology	64218	SEMA4A
HP:0012373	Abnormal eye physiology	6899	TBX1
HP:0012373	Abnormal eye physiology	23394	ADNP
HP:0012373	Abnormal eye physiology	56262	LRRC8A
HP:0012373	Abnormal eye physiology	7128	TNFAIP3
HP:0012373	Abnormal eye physiology	23522	KAT6B
HP:0012373	Abnormal eye physiology	3257	HPS1
HP:0012373	Abnormal eye physiology	7681	MKRN3
HP:0012373	Abnormal eye physiology	3798	KIF5A
HP:0012373	Abnormal eye physiology	7957	EPM2A
HP:0012373	Abnormal eye physiology	3908	LAMA2
HP:0012373	Abnormal eye physiology	126792	B3GALT6
HP:0012373	Abnormal eye physiology	57167	SALL4
HP:0012373	Abnormal eye physiology	3949	LDLR
HP:0012373	Abnormal eye physiology	81846	SBF2
HP:0012373	Abnormal eye physiology	4047	LSS
HP:0000534	Abnormal eyebrow morphology	613	BCR
HP:0000534	Abnormal eyebrow morphology	8318	CDC45
HP:0000534	Abnormal eyebrow morphology	57492	ARID1B
HP:0000534	Abnormal eyebrow morphology	2799	GNS
HP:0000534	Abnormal eyebrow morphology	83696	TRAPPC9
HP:0000534	Abnormal eyebrow morphology	79600	TCTN1
