gene	transcript	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags
ADNP	NM_181442.4	false	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.8968e-28	6.0806e-17	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.2864e-28	5.8140e-17	2.2000e-02	1.0600e-01	8.8494e+00	7.4899e+00	1118	1.3795e+03	7229	8.1041e-01	5.9763e-06	7.7100e-01	8.5100e-01	7.0416e+00	2.5707e+00	261	5.0918e+02	2757	5.1259e-01	551	4.9213e+02	2047	1.1196e+00	2.0015e-06	1.0430e+00	1.2010e+00	-2.6538e+00	-1.4471e+00	[]
ADNP	XM_011528747.2	false	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.8968e-28	6.0806e-17	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.2864e-28	5.8140e-17	2.2000e-02	1.0600e-01	8.8494e+00	7.4899e+00	1118	1.3795e+03	7229	8.1041e-01	5.9763e-06	7.7100e-01	8.5100e-01	7.0416e+00	2.5707e+00	261	5.0918e+02	2757	5.1259e-01	551	4.9213e+02	2047	1.1196e+00	2.0015e-06	1.0430e+00	1.2010e+00	-2.6538e+00	-1.4471e+00	[]
ADNP	XM_011528748.2	false	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.8968e-28	6.0806e-17	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.2864e-28	5.8140e-17	2.2000e-02	1.0600e-01	8.8494e+00	7.4899e+00	1121	1.3831e+03	7244	8.1048e-01	2.8809e-06	7.7100e-01	8.5100e-01	7.0483e+00	2.5732e+00	NA	NA	NA	NA	551	4.9257e+02	2050	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6327e+00	-1.4356e+00	[]
ADNP	XM_017027758.1	false	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.8968e-28	6.0806e-17	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.2864e-28	5.8140e-17	2.2000e-02	1.0600e-01	8.8494e+00	7.4899e+00	1118	1.3795e+03	7229	8.1041e-01	5.9763e-06	7.7100e-01	8.5100e-01	7.0416e+00	2.5707e+00	261	5.0918e+02	2757	5.1259e-01	551	4.9213e+02	2047	1.1196e+00	2.0015e-06	1.0430e+00	1.2010e+00	-2.6538e+00	-1.4471e+00	[]
ADNP	XM_017027759.1	false	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.8968e-28	6.0806e-17	4	8.6126e+01	477	4.6444e-02	1.0002e-06	1.0000e+00	6.2864e-28	5.8140e-17	2.2000e-02	1.0600e-01	8.8494e+00	7.4899e+00	1118	1.3795e+03	7229	8.1041e-01	5.9763e-06	7.7100e-01	8.5100e-01	7.0416e+00	2.5707e+00	261	5.0918e+02	2757	5.1259e-01	551	4.9213e+02	2047	1.1196e+00	2.0015e-06	1.0430e+00	1.2010e+00	-2.6538e+00	-1.4471e+00	[]
AFAP1L2	ENST00000304129	true	44	9.3359e+01	479	4.7130e-01	1.1568e-06	2.9509e-04	1.5097e-06	9.9970e-01	44	9.3359e+01	479	4.7130e-01	1.1568e-06	3.0862e-04	1.4392e-06	9.9969e-01	3.6900e-01	6.0600e-01	5.1084e+00	4.3236e+00	937	1.0189e+03	5001	9.1964e-01	1.0620e-05	8.7100e-01	9.7100e-01	2.5652e+00	9.3649e-01	310	3.6725e+02	1831	8.4412e-01	378	4.0797e+02	1480	9.2654e-01	4.4136e-06	8.5100e-01	1.0090e+00	1.4838e+00	8.0911e-01	[]
AFAP1L2	ENST00000369271	false	42	9.2377e+01	478	4.5466e-01	1.0168e-06	2.0989e-03	1.0026e-06	9.9790e-01	42	9.2377e+01	478	4.5466e-01	1.0168e-06	2.1950e-03	9.5567e-07	9.9780e-01	3.5400e-01	5.8800e-01	5.2414e+00	4.4362e+00	930	1.0125e+03	4977	9.1853e-01	1.0789e-05	8.7000e-01	9.7000e-01	2.5925e+00	9.4644e-01	314	3.6838e+02	1850	8.5238e-01	377	4.0616e+02	1473	9.2820e-01	4.3949e-06	8.5200e-01	1.0110e+00	1.4471e+00	7.8911e-01	[]
AFAP1L2	ENST00000419268	false	23	3.7207e+01	184	6.1816e-01	4.5300e-07	3.0506e-05	1.4691e-02	9.8528e-01	23	3.7207e+01	184	6.1816e-01	4.5300e-07	3.1927e-05	1.4015e-02	9.8595e-01	4.4400e-01	8.7600e-01	2.3291e+00	1.9713e+00	314	3.5349e+02	1737	8.8828e-01	5.5167e-06	8.0900e-01	9.7500e-01	2.1005e+00	7.6683e-01	99	1.1990e+02	625	8.2570e-01	122	1.3719e+02	475	8.8927e-01	2.1030e-06	7.6700e-01	1.0340e+00	1.2969e+00	7.0722e-01	[]
AFAP1L2	NM_001001936.3	true	44	9.3359e+01	479	4.7130e-01	1.1568e-06	2.9509e-04	1.5097e-06	9.9970e-01	44	9.3359e+01	479	4.7130e-01	1.1568e-06	3.0862e-04	1.4392e-06	9.9969e-01	3.6900e-01	6.0600e-01	5.1084e+00	4.3236e+00	937	1.0189e+03	5001	9.1964e-01	1.0620e-05	8.7100e-01	9.7100e-01	2.5652e+00	9.3649e-01	310	3.6725e+02	1831	8.4412e-01	378	4.0797e+02	1480	9.2654e-01	4.4136e-06	8.5100e-01	1.0090e+00	1.4838e+00	8.0911e-01	[]
AFAP1L2	NM_001287824.2	false	46	9.5434e+01	488	4.8201e-01	1.1607e-06	7.1468e-05	1.6459e-06	9.9993e-01	46	9.5434e+01	488	4.8201e-01	1.1607e-06	7.4745e-05	1.5691e-06	9.9992e-01	3.8000e-01	6.1600e-01	5.0603e+00	4.2829e+00	953	1.0418e+03	5117	9.1473e-01	1.1105e-05	8.6600e-01	9.6500e-01	2.7525e+00	1.0049e+00	332	3.8069e+02	1925	8.7209e-01	385	4.1785e+02	1518	9.2138e-01	4.4975e-06	8.4700e-01	1.0020e+00	1.6070e+00	8.7634e-01	[]
AFAP1L2	NM_001351064.2	false	47	9.6277e+01	496	4.8818e-01	1.0438e-06	3.1908e-05	1.8199e-06	9.9997e-01	47	9.6277e+01	496	4.8818e-01	1.0438e-06	3.3371e-05	1.7349e-06	9.9996e-01	3.8500e-01	6.2300e-01	5.0220e+00	4.2505e+00	945	1.0361e+03	5082	9.1211e-01	5.4707e-06	8.6400e-01	9.6200e-01	2.8290e+00	1.0328e+00	NA	NA	NA	NA	381	4.1325e+02	1503	9.2196e-01	4.4008e-06	8.4700e-01	1.0040e+00	1.5865e+00	8.6513e-01	[]
AFAP1L2	NM_001351065.2	false	46	9.8249e+01	502	4.6820e-01	1.1770e-06	2.9112e-04	7.1926e-07	9.9971e-01	46	9.8249e+01	502	4.6820e-01	1.1770e-06	3.0447e-04	6.8566e-07	9.9969e-01	3.6900e-01	5.9900e-01	5.2713e+00	4.4614e+00	959	1.0561e+03	5167	9.0802e-01	5.6676e-06	8.6000e-01	9.5800e-01	2.9892e+00	1.0913e+00	NA	NA	NA	NA	394	4.2357e+02	1542	9.3019e-01	4.4305e-06	8.5600e-01	1.0110e+00	1.4367e+00	7.8342e-01	[]
AFAP1L2	NM_001351066.2	false	41	8.8897e+01	463	4.6121e-01	7.8911e-07	1.2622e-03	1.9705e-06	9.9874e-01	41	8.8897e+01	463	4.6121e-01	7.8911e-07	1.3200e-03	1.8784e-06	9.9868e-01	3.5800e-01	5.9800e-01	5.0800e+00	4.2996e+00	828	9.4213e+02	4618	8.7886e-01	4.4951e-06	8.2900e-01	9.3100e-01	3.7184e+00	1.3575e+00	NA	NA	NA	NA	350	3.7436e+02	1353	9.3492e-01	3.5288e-06	8.5600e-01	1.0210e+00	1.2592e+00	6.8668e-01	[]
AFAP1L2	NM_001351067.2	false	49	9.7259e+01	497	5.0381e-01	1.1839e-06	4.4780e-06	2.7355e-06	9.9999e-01	49	9.7259e+01	497	5.0381e-01	1.1839e-06	4.6834e-06	2.6078e-06	9.9999e-01	4.0000e-01	6.3900e-01	4.8934e+00	4.1416e+00	952	1.0424e+03	5106	9.1323e-01	5.6676e-06	8.6500e-01	9.6300e-01	2.8014e+00	1.0227e+00	NA	NA	NA	NA	382	4.1506e+02	1510	9.2036e-01	4.4195e-06	8.4600e-01	1.0020e+00	1.6226e+00	8.8480e-01	[]
AFAP1L2	NM_001351068.2	false	46	9.6555e+01	497	4.7641e-01	1.0502e-06	1.2504e-04	1.1837e-06	9.9987e-01	46	9.6555e+01	497	4.7641e-01	1.0502e-06	1.3078e-04	1.1284e-06	9.9987e-01	3.7500e-01	6.0900e-01	5.1449e+00	4.3545e+00	947	1.0371e+03	5089	9.1312e-01	5.4707e-06	8.6500e-01	9.6300e-01	2.7980e+00	1.0215e+00	NA	NA	NA	NA	382	4.1425e+02	1507	9.2214e-01	4.4008e-06	8.4700e-01	1.0040e+00	1.5846e+00	8.6410e-01	[]
AFAP1L2	NM_001351069.2	false	45	9.3080e+01	478	4.8345e-01	1.1504e-06	7.5309e-05	2.3214e-06	9.9992e-01	45	9.3080e+01	478	4.8345e-01	1.1504e-06	7.8763e-05	2.2130e-06	9.9992e-01	3.8000e-01	6.2000e-01	4.9835e+00	4.2179e+00	935	1.0178e+03	4994	9.1862e-01	5.6676e-06	8.7000e-01	9.7000e-01	2.5964e+00	9.4788e-01	NA	NA	NA	NA	377	4.0697e+02	1476	9.2636e-01	4.4136e-06	8.5100e-01	1.0090e+00	1.4855e+00	8.1008e-01	[]
AFAP1L2	NM_001351070.2	false	41	8.8833e+01	455	4.6154e-01	1.0521e-06	1.2227e-03	2.0078e-06	9.9878e-01	38	8.4168e+01	432	4.5148e-01	9.6884e-07	4.9272e-03	2.6453e-06	9.9507e-01	3.4700e-01	5.9200e-01	5.0323e+00	4.2592e+00	884	9.4589e+02	4615	9.3457e-01	5.4449e-06	8.8400e-01	9.8800e-01	2.0122e+00	7.3460e-01	NA	NA	NA	NA	352	3.7899e+02	1374	9.2879e-01	4.3535e-06	8.5000e-01	1.0140e+00	1.3862e+00	7.5593e-01	[]
AFAP1L2	NM_001351071.2	false	43	9.3724e+01	478	4.5880e-01	1.0722e-06	1.2063e-03	9.5657e-07	9.9879e-01	40	8.9058e+01	455	4.4915e-01	9.8902e-07	4.8612e-03	1.2603e-06	9.9514e-01	3.4800e-01	5.8500e-01	5.1984e+00	4.3998e+00	906	9.8315e+02	4781	9.2153e-01	5.4449e-06	8.7200e-01	9.7400e-01	2.4604e+00	8.9824e-01	NA	NA	NA	NA	368	3.9458e+02	1436	9.3263e-01	4.3716e-06	8.5600e-01	1.0170e+00	1.3383e+00	7.2980e-01	[]
AFAP1L2	NM_001351072.2	false	44	9.3445e+01	477	4.7087e-01	1.0658e-06	3.0807e-04	1.4719e-06	9.9969e-01	41	8.8779e+01	454	4.6182e-01	9.8261e-07	1.2449e-03	1.9446e-06	9.9875e-01	3.5900e-01	5.9900e-01	5.0709e+00	4.2919e+00	904	9.8210e+02	4774	9.2048e-01	5.4449e-06	8.7100e-01	9.7200e-01	2.4922e+00	9.0982e-01	NA	NA	NA	NA	367	3.9358e+02	1432	9.3246e-01	4.3716e-06	8.5500e-01	1.0170e+00	1.3400e+00	7.3071e-01	[]
AFAP1L2	NM_001351073.2	false	42	8.8555e+01	454	4.7428e-01	1.0457e-06	3.1227e-04	3.0895e-06	9.9968e-01	39	8.3889e+01	431	4.6490e-01	9.6244e-07	1.2618e-03	4.0816e-06	9.9873e-01	3.5900e-01	6.0700e-01	4.9010e+00	4.1481e+00	882	9.4484e+02	4608	9.3349e-01	5.4449e-06	8.8200e-01	9.8700e-01	2.0443e+00	7.4633e-01	NA	NA	NA	NA	351	3.7799e+02	1370	9.2861e-01	4.3535e-06	8.5000e-01	1.0140e+00	1.3880e+00	7.5691e-01	[]
AFAP1L2	NM_001351074.2	false	43	9.2098e+01	477	4.6689e-01	1.0104e-06	5.3638e-04	1.5437e-06	9.9946e-01	43	9.2098e+01	477	4.6689e-01	1.0104e-06	5.6097e-04	1.4716e-06	9.9944e-01	3.6500e-01	6.0200e-01	5.1161e+00	4.3301e+00	928	1.0114e+03	4970	9.1750e-01	5.4707e-06	8.6800e-01	9.6900e-01	2.6238e+00	9.5787e-01	NA	NA	NA	NA	376	4.0516e+02	1469	9.2802e-01	4.3949e-06	8.5200e-01	1.0110e+00	1.4488e+00	7.9006e-01	[]
AFAP1L2	NM_001351075.2	false	41	8.4989e+01	441	4.8242e-01	9.0898e-07	1.7974e-04	6.2237e-06	9.9981e-01	41	8.4989e+01	441	4.8242e-01	9.0898e-07	1.8798e-04	5.9330e-06	9.9981e-01	3.7500e-01	6.2600e-01	4.7716e+00	4.0385e+00	813	9.1126e+02	4476	8.9217e-01	4.6921e-06	8.4100e-01	9.4500e-01	3.2551e+00	1.1884e+00	NA	NA	NA	NA	335	3.6057e+02	1298	9.2908e-01	3.5305e-06	8.4900e-01	1.0170e+00	1.3467e+00	7.3437e-01	[]
AFAP1L2	NM_001351076.2	false	39	8.4007e+01	440	4.6425e-01	7.6894e-07	1.2794e-03	4.1360e-06	9.9872e-01	39	8.4007e+01	440	4.6425e-01	7.6894e-07	1.3380e-03	3.9426e-06	9.9866e-01	3.5800e-01	6.0600e-01	4.9104e+00	4.1560e+00	806	9.0487e+02	4452	8.9073e-01	4.4951e-06	8.4000e-01	9.4400e-01	3.2869e+00	1.1999e+00	NA	NA	NA	NA	334	3.5877e+02	1291	9.3097e-01	3.5119e-06	8.5000e-01	1.0190e+00	1.3075e+00	7.1302e-01	[]
AFAP1L2	NM_001351077.2	false	47	9.7970e+01	501	4.7974e-01	1.1706e-06	7.4297e-05	1.1060e-06	9.9992e-01	47	9.7970e+01	501	4.7974e-01	1.1706e-06	7.7704e-05	1.0543e-06	9.9992e-01	3.7900e-01	6.1200e-01	5.1496e+00	4.3584e+00	957	1.0551e+03	5160	9.0703e-01	5.6676e-06	8.5900e-01	9.5700e-01	3.0200e+00	1.1025e+00	NA	NA	NA	NA	393	4.2257e+02	1538	9.3003e-01	4.4305e-06	8.5600e-01	1.0110e+00	1.4383e+00	7.8433e-01	[]
AFAP1L2	NM_001351078.2	false	44	9.7267e+01	501	4.5236e-01	1.0370e-06	2.0708e-03	4.7766e-07	9.9793e-01	44	9.7267e+01	501	4.5236e-01	1.0370e-06	2.1655e-03	4.5531e-07	9.9783e-01	3.5400e-01	5.8200e-01	5.4010e+00	4.5713e+00	952	1.0498e+03	5143	9.0688e-01	5.4707e-06	8.5900e-01	9.5700e-01	3.0171e+00	1.1015e+00	NA	NA	NA	NA	393	4.2176e+02	1535	9.3181e-01	4.4119e-06	8.5700e-01	1.0130e+00	1.4005e+00	7.6371e-01	[]
AFAP1L2	NM_001351079.2	false	45	9.6988e+01	500	4.6397e-01	1.0306e-06	5.2918e-04	7.3545e-07	9.9947e-01	45	9.6988e+01	500	4.6397e-01	1.0306e-06	5.5343e-04	7.0108e-07	9.9945e-01	3.6400e-01	5.9500e-01	5.2789e+00	4.4679e+00	950	1.0487e+03	5136	9.0588e-01	5.4707e-06	8.5800e-01	9.5600e-01	3.0480e+00	1.1128e+00	NA	NA	NA	NA	392	4.2076e+02	1531	9.3165e-01	4.4119e-06	8.5700e-01	1.0130e+00	1.4021e+00	7.6459e-01	[]
AFAP1L2	NM_001351080.2	false	43	8.9879e+01	464	4.7842e-01	9.2915e-07	1.7732e-04	2.9651e-06	9.9982e-01	43	8.9879e+01	464	4.7842e-01	9.2915e-07	1.8545e-04	2.8266e-06	9.9981e-01	3.7400e-01	6.1700e-01	4.9448e+00	4.1851e+00	835	9.4852e+02	4642	8.8032e-01	4.6921e-06	8.3100e-01	9.3200e-01	3.6861e+00	1.3457e+00	NA	NA	NA	NA	351	3.7617e+02	1360	9.3309e-01	3.5475e-06	8.5400e-01	1.0190e+00	1.2977e+00	7.0768e-01	[]
AFAP1L2	NM_032550.4	false	42	9.2377e+01	478	4.5466e-01	1.0168e-06	2.0989e-03	1.0026e-06	9.9790e-01	42	9.2377e+01	478	4.5466e-01	1.0168e-06	2.1950e-03	9.5567e-07	9.9780e-01	3.5400e-01	5.8800e-01	5.2414e+00	4.4362e+00	930	1.0125e+03	4977	9.1853e-01	1.0789e-05	8.7000e-01	9.7000e-01	2.5925e+00	9.4644e-01	314	3.6838e+02	1850	8.5238e-01	377	4.0616e+02	1473	9.2820e-01	4.3949e-06	8.5200e-01	1.0110e+00	1.4471e+00	7.8911e-01	[]
AFAP1L2	XM_005270233.4	false	45	9.5041e+01	485	4.7348e-01	1.1886e-06	2.0033e-04	1.3042e-06	9.9980e-01	45	9.4464e+01	481	4.7637e-01	1.1800e-06	1.5710e-04	1.4732e-06	9.9984e-01	3.7400e-01	6.1100e-01	5.0893e+00	4.3074e+00	944	1.0339e+03	5059	9.1301e-01	5.6597e-06	8.6500e-01	9.6300e-01	2.7973e+00	1.0212e+00	NA	NA	NA	NA	380	4.1420e+02	1504	9.1744e-01	4.4176e-06	8.4300e-01	9.9900e-01	1.6802e+00	9.1624e-01	[]
AFAP1L2	XM_005270237.5	false	41	9.0862e+01	466	4.5123e-01	1.1551e-06	3.3586e-03	1.1033e-06	9.9664e-01	41	9.0285e+01	462	4.5412e-01	1.1465e-06	2.6357e-03	1.2472e-06	9.9736e-01	3.5300e-01	5.8900e-01	5.1869e+00	4.3901e+00	927	1.0093e+03	4947	9.1843e-01	5.6597e-06	8.6900e-01	9.7000e-01	2.5916e+00	9.4611e-01	NA	NA	NA	NA	375	4.0611e+02	1470	9.2340e-01	4.4116e-06	8.4800e-01	1.0060e+00	1.5436e+00	8.4176e-01	[]
AFAP1L2	XM_005270241.4	false	40	8.7319e+01	443	4.5809e-01	1.1904e-06	1.9576e-03	2.2107e-06	9.9804e-01	37	8.2076e+01	416	4.5080e-01	1.0986e-06	5.9132e-03	3.4502e-06	9.9408e-01	3.4600e-01	5.9300e-01	4.9755e+00	4.2112e+00	881	9.4273e+02	4585	9.3452e-01	5.6339e-06	8.8300e-01	9.8800e-01	2.0104e+00	7.3396e-01	NA	NA	NA	NA	350	3.7893e+02	1371	9.2365e-01	4.3702e-06	8.4500e-01	1.0090e+00	1.4862e+00	8.1043e-01	[]
AFAP1L2	XM_005270242.4	false	28	7.6411e+01	392	3.6644e-01	1.1361e-06	9.5458e-01	3.8114e-08	4.5418e-02	26	7.0071e+01	358	3.7105e-01	1.0257e-06	9.1532e-01	2.1774e-07	8.4676e-02	2.7100e-01	5.1500e-01	5.2648e+00	4.4560e+00	728	8.1646e+02	3976	8.9165e-01	5.3672e-06	8.3800e-01	9.4800e-01	3.0959e+00	1.1303e+00	NA	NA	NA	NA	290	3.2864e+02	1206	8.8244e-01	3.9322e-06	8.0100e-01	9.7300e-01	2.1312e+00	1.1622e+00	[]
AFAP1L2	XM_017016795.1	false	47	9.9931e+01	508	4.7032e-01	1.2087e-06	1.9763e-04	6.2133e-07	9.9980e-01	47	9.9354e+01	504	4.7305e-01	1.2001e-06	1.5499e-04	7.0185e-07	9.9984e-01	3.7300e-01	6.0300e-01	5.2524e+00	4.4455e+00	966	1.0712e+03	5225	9.0178e-01	5.6597e-06	8.5500e-01	9.5100e-01	3.2145e+00	1.1735e+00	NA	NA	NA	NA	396	4.2979e+02	1566	9.2137e-01	4.4345e-06	8.4800e-01	1.0010e+00	1.6300e+00	8.8888e-01	[]
AFAP1L2	XM_017016796.1	false	43	9.5753e+01	489	4.4907e-01	1.1753e-06	3.3136e-03	5.2566e-07	9.9669e-01	43	9.5176e+01	485	4.5180e-01	1.1667e-06	2.6003e-03	5.9419e-07	9.9740e-01	3.5300e-01	5.8300e-01	5.3482e+00	4.5265e+00	949	1.0466e+03	5113	9.0675e-01	5.6597e-06	8.5900e-01	9.5700e-01	3.0167e+00	1.1013e+00	NA	NA	NA	NA	391	4.2171e+02	1532	9.2719e-01	4.4286e-06	8.5300e-01	1.0080e+00	1.4952e+00	8.1537e-01	[]
AFAP1L2	XM_017016797.1	false	44	9.5474e+01	488	4.6086e-01	1.1689e-06	8.4756e-04	8.1011e-07	9.9915e-01	44	9.4897e+01	484	4.6366e-01	1.1603e-06	6.6477e-04	9.1523e-07	9.9933e-01	3.6300e-01	5.9600e-01	5.2248e+00	4.4221e+00	947	1.0455e+03	5106	9.0574e-01	5.6597e-06	8.5800e-01	9.5600e-01	3.0477e+00	1.1126e+00	NA	NA	NA	NA	390	4.2070e+02	1528	9.2702e-01	4.4286e-06	8.5200e-01	1.0080e+00	1.4970e+00	8.1632e-01	[]
AFAP1L2	XM_017016798.2	false	41	9.4771e+01	488	4.3262e-01	1.0353e-06	2.3142e-02	3.4276e-07	9.7686e-01	41	9.4194e+01	484	4.3527e-01	1.0267e-06	1.8239e-02	3.8911e-07	9.8176e-01	3.3800e-01	5.6500e-01	5.4809e+00	4.6388e+00	942	1.0402e+03	5089	9.0559e-01	5.4628e-06	8.5800e-01	9.5600e-01	3.0449e+00	1.1116e+00	NA	NA	NA	NA	390	4.1990e+02	1525	9.2879e-01	4.4099e-06	8.5400e-01	1.0100e+00	1.4591e+00	7.9568e-01	[]
AFAP1L2	XM_017016804.2	false	39	8.9880e+01	465	4.3391e-01	1.0151e-06	2.3450e-02	7.1923e-07	9.7655e-01	39	8.9303e+01	461	4.3671e-01	1.0065e-06	1.8483e-02	8.1654e-07	9.8152e-01	3.3700e-01	5.7000e-01	5.3231e+00	4.5053e+00	920	1.0029e+03	4923	9.1730e-01	5.4628e-06	8.6800e-01	9.6900e-01	2.6191e+00	9.5615e-01	NA	NA	NA	NA	374	4.0430e+02	1463	9.2505e-01	4.3929e-06	8.4900e-01	1.0080e+00	1.5070e+00	8.2179e-01	[]
AFAP1L2	XM_017016810.1	false	48	9.7537e+01	498	4.9212e-01	1.1903e-06	1.7550e-05	1.7794e-06	9.9998e-01	48	9.7537e+01	498	4.9212e-01	1.1903e-06	1.8355e-05	1.6963e-06	9.9998e-01	3.8900e-01	6.2600e-01	5.0159e+00	4.2453e+00	954	1.0435e+03	5113	9.1423e-01	5.6676e-06	8.6600e-01	9.6400e-01	2.7705e+00	1.0114e+00	NA	NA	NA	NA	383	4.1606e+02	1514	9.2055e-01	4.4195e-06	8.4600e-01	1.0020e+00	1.6207e+00	8.8376e-01	[]
AFAP1L2	XM_017016814.1	false	42	9.2209e+01	466	4.5548e-01	1.2106e-06	1.9313e-03	1.0532e-06	9.9807e-01	39	8.6967e+01	439	4.4845e-01	1.1187e-06	5.8342e-03	1.6439e-06	9.9416e-01	3.4600e-01	5.8600e-01	5.1436e+00	4.3534e+00	903	9.7999e+02	4751	9.2144e-01	5.6339e-06	8.7200e-01	9.7300e-01	2.4594e+00	8.9785e-01	NA	NA	NA	NA	366	3.9453e+02	1433	9.2769e-01	4.3883e-06	8.5100e-01	1.0120e+00	1.4363e+00	7.8321e-01	[]
AFAP1L2	XM_017016818.1	false	40	8.7383e+01	451	4.5776e-01	9.2744e-07	2.0207e-03	2.1696e-06	9.9798e-01	40	8.6806e+01	447	4.6080e-01	9.1883e-07	1.5853e-03	2.4517e-06	9.9841e-01	3.5700e-01	6.0000e-01	5.0237e+00	4.2519e+00	825	9.3898e+02	4588	8.7862e-01	4.6841e-06	8.2900e-01	9.3100e-01	3.7195e+00	1.3579e+00	NA	NA	NA	NA	348	3.7431e+02	1350	9.2972e-01	3.5456e-06	8.5100e-01	1.0160e+00	1.3598e+00	7.4151e-01	[]
AFAP1L2	XM_017016829.1	false	30	7.9020e+01	404	3.7965e-01	1.1705e-06	8.6917e-01	1.0228e-07	1.3083e-01	26	7.0071e+01	358	3.7105e-01	1.0257e-06	9.1532e-01	2.1774e-07	8.4676e-02	2.7100e-01	5.1500e-01	5.2648e+00	4.4560e+00	728	8.1646e+02	3976	8.9165e-01	5.3672e-06	8.3800e-01	9.4800e-01	3.0959e+00	1.1303e+00	NA	NA	NA	NA	290	3.2864e+02	1206	8.8244e-01	3.9322e-06	8.0100e-01	9.7300e-01	2.1312e+00	1.1622e+00	[]
AFAP1L2	XM_017016830.1	false	40	8.1445e+01	418	4.9113e-01	9.4425e-07	1.0462e-04	1.2454e-05	9.9988e-01	37	7.6780e+01	395	4.8190e-01	8.6102e-07	4.2302e-04	1.6463e-05	9.9956e-01	3.7000e-01	6.3400e-01	4.5398e+00	3.8424e+00	767	8.4466e+02	4114	9.0806e-01	4.6663e-06	8.5500e-01	9.6400e-01	2.6720e+00	9.7548e-01	NA	NA	NA	NA	310	3.3339e+02	1199	9.2983e-01	3.4892e-06	8.4700e-01	1.0220e+00	1.2813e+00	6.9869e-01	[]
AFAP1L2	XM_017016831.1	false	31	8.0534e+01	416	3.8493e-01	1.0321e-06	8.0569e-01	1.3786e-07	1.9431e-01	27	7.2162e+01	374	3.7416e-01	8.9603e-07	8.9998e-01	1.9699e-07	1.0002e-01	2.7500e-01	5.1600e-01	5.3164e+00	4.4997e+00	731	8.1962e+02	4006	8.9188e-01	5.1782e-06	8.3900e-01	9.4800e-01	3.0955e+00	1.1301e+00	NA	NA	NA	NA	292	3.2869e+02	1209	8.8837e-01	3.9155e-06	8.0700e-01	9.7900e-01	2.0239e+00	1.1036e+00	[]
AFAP1L2	XM_017016832.1	false	35	8.3470e+01	425	4.1931e-01	1.1158e-06	1.1707e-01	1.0638e-06	8.8293e-01	35	8.2893e+01	421	4.2223e-01	1.1072e-06	9.4181e-02	1.2328e-06	9.0582e-01	3.2100e-01	5.6000e-01	5.2603e+00	4.4522e+00	837	9.4132e+02	4548	8.8917e-01	5.5083e-06	8.3900e-01	9.4100e-01	3.4003e+00	1.2414e+00	NA	NA	NA	NA	342	3.8045e+02	1380	8.9894e-01	4.2530e-06	8.2200e-01	9.8300e-01	1.9713e+00	1.0750e+00	[]
ALYREF	ENST00000505490	true	1	2.0158e+01	104	4.9608e-02	2.7345e-07	9.9970e-01	3.2024e-07	3.0298e-04	1	2.0158e+01	104	4.9608e-02	2.7345e-07	9.9971e-01	2.9191e-07	2.8970e-04	1.7000e-02	2.3500e-01	4.2670e+00	3.6115e+00	328	3.1915e+02	1340	1.0277e+00	4.3156e-06	9.3800e-01	1.1260e+00	-4.9524e-01	-1.8080e-01	54	9.2551e+01	433	5.8346e-01	193	1.3647e+02	460	1.4143e+00	1.9169e-06	1.2570e+00	1.5940e+00	-4.8393e+00	-2.6389e+00	[]
ALYREF	NM_005782.4	true	1	2.0158e+01	104	4.9608e-02	2.7345e-07	9.9970e-01	3.2024e-07	3.0298e-04	1	2.0158e+01	104	4.9608e-02	2.7345e-07	9.9971e-01	2.9191e-07	2.8970e-04	1.7000e-02	2.3500e-01	4.2670e+00	3.6115e+00	328	3.1915e+02	1340	1.0277e+00	4.3156e-06	9.3800e-01	1.1260e+00	-4.9524e-01	-1.8080e-01	54	9.2551e+01	433	5.8346e-01	193	1.3647e+02	460	1.4143e+00	1.9169e-06	1.2570e+00	1.5940e+00	-4.8393e+00	-2.6389e+00	[]
